Question,Answer
"I feel like no matter how hard I try, it's not enough.",Sometimes we’re too hard on ourselves. Can you think of any positive progress you’ve made recently?
"I feel like no matter how hard I try, it's not enough.",Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
The syllabus feels overwhelming. I don't know where to start.,Try writing down your worries before bed. This can help you relax and improve your sleep.
"I feel like no matter how hard I try, it's not enough.","Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I scored so poorly last time. I feel like giving up.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
The syllabus feels overwhelming. I don't know where to start.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
"I feel like no matter how hard I try, it's not enough.",Let’s try breaking your study time into smaller chunks with breaks. Does 25 minutes sound good?
"I feel like no matter how hard I try, it's not enough.","Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I get distracted easily and end up wasting time. What should I do?,"Failure is tough, but what can we learn from it? Can you identify one area you can improve on?"
I'm afraid of disappointing my family if I don’t succeed.,"Your family cares about your effort, not just the result. What steps can we take to show your hard work?"
I'm afraid of disappointing my family if I don’t succeed.,Let’s list the topics and prioritize them by importance. Which topic feels manageable to start with?
"I feel like no matter how hard I try, it's not enough.",Distractions happen. Can we set up a schedule with specific study and break times?
I get distracted easily and end up wasting time. What should I do?,Try writing down your worries before bed. This can help you relax and improve your sleep.
I get nervous during tests and forget everything I studied.,Distractions happen. Can we set up a schedule with specific study and break times?
I get distracted easily and end up wasting time. What should I do?,Try writing down your worries before bed. This can help you relax and improve your sleep.
I’m so anxious about tomorrow’s mock test. What if I fail again?,Try writing down your worries before bed. This can help you relax and improve your sleep.
The syllabus feels overwhelming. I don't know where to start.,Test anxiety is common. Let’s practice deep breathing techniques to help you stay calm during exams.
